4.3144 4.6975 0.67486 2.7819 2.0157 -0.28291 -0.47446 -0.28291 0.67486 -0.47446 -0.28291 -0.47446 -0.28291 -0.47446 0.67486 -0.47446 -0.47446 -0.47446 -0.28291 -0.47446 0.4833 -0.091356 -0.47446 -0.47446 -0.47446 -0.47446 -0.47446 -0.47446 -0.47446 -0.47446 0.29175 0.86641 -0.47446 -0.47446 0.1002 -0.091356 -0.28291 -0.28291 -0.47446 -0.47446 0.1002 -0.28291 -0.47446 -0.28291 -0.47446 -0.47446 -0.28291 -0.47446 -0.28291 -0.47446 -0.091356 0.67486 -0.091356 -0.47446 0.67486 -0.28291 -0.47446 -0.47446 0.1002 -0.091356 -0.28291 -0.28291 -0.47446 -0.47446 -0.47446  0
4.9236 3.9905 0.49164 2.3577 2.8242 -0.20814 -0.4414 -0.4414 0.49164 -0.20814 -0.4414 -0.4414 0.25838 -0.4414 0.25838 -0.4414 -0.20814 -0.4414 -0.20814 -0.4414 0.95816 -0.20814 -0.4414 -0.20814 -0.4414 -0.4414 -0.4414 -0.20814 -0.4414 -0.4414 -0.4414 0.02512 -0.4414 -0.4414 0.25838 -0.4414 0.7249 -0.20814 -0.4414 -0.4414 0.7249 0.02512 -0.4414 -0.4414 -0.4414 -0.4414 -0.20814 -0.4414 -0.20814 -0.4414 -0.20814 0.25838 -0.4414 0.02512 -0.20814 -0.4414 -0.20814 -0.4414 -0.4414 -0.4414 -0.4414 -0.4414 -0.4414 -0.4414 -0.4414  0
3.737 4.374 1.4014 3.1 2.2507 -0.50959 -0.50959 -0.50959 0.97671 -0.29726 -0.50959 -0.29726 0.1274 -0.29726 0.55205 -0.50959 -0.29726 -0.50959 -0.29726 -0.50959 0.1274 -0.084931 -0.50959 -0.50959 -0.50959 -0.50959 -0.50959 -0.084931 -0.50959 -0.50959 0.1274 1.4014 -0.50959 -0.50959 0.33972 -0.29726 1.189 -0.29726 -0.50959 -0.50959 0.1274 0.1274 0.1274 -0.50959 -0.50959 -0.50959 -0.50959 -0.29726 -0.29726 -0.50959 -0.50959 -0.084931 -0.50959 -0.50959 -0.50959 -0.29726 0.1274 -0.50959 -0.50959 -0.084931 -0.29726 -0.50959 -0.50959 -0.50959 -0.29726  0
3.7129 4.6584 -0.069094 1.8219 3.2402 -0.069094 -0.54185 -0.54185 0.64003 0.16728 -0.54185 -0.069094 0.16728 -0.54185 1.3492 -0.54185 -0.54185 -0.54185 -0.54185 -0.54185 0.64003 0.16728 -0.30547 -0.30547 -0.30547 -0.54185 -0.54185 -0.54185 -0.54185 -0.54185 0.40366 -0.069094 -0.30547 -0.54185 0.64003 -0.54185 0.40366 -0.54185 -0.54185 -0.54185 0.87641 0.16728 -0.54185 0.16728 -0.54185 -0.54185 -0.069094 -0.54185 -0.54185 -0.30547 -0.54185 0.64003 -0.54185 -0.54185 -0.069094 -0.54185 -0.30547 -0.54185 -0.069094 -0.30547 -0.30547 -0.54185 -0.30547 0.16728 -0.54185  0
4.6198 4.4121 0.46645 1.2971 2.3354 -0.36421 -0.36421 -0.57188 1.0894 0.25878 -0.36421 -0.15655 -0.15655 -0.36421 1.0894 -0.57188 -0.57188 -0.57188 -0.57188 -0.57188 0.46645 -0.36421 -0.36421 -0.57188 -0.15655 -0.57188 -0.57188 -0.57188 -0.57188 -0.57188 -0.36421 0.46645 -0.57188 -0.57188 1.0894 -0.57188 0.88178 0.051118 -0.57188 -0.57188 0.051118 0.46645 -0.15655 0.25878 -0.57188 -0.15655 -0.36421 -0.36421 -0.36421 -0.57188 -0.36421 0.051118 -0.57188 -0.36421 0.25878 -0.57188 -0.15655 -0.57188 0.67411 0.051118 -0.36421 -0.57188 -0.36421 -0.57188 -0.57188  0
3.9646 5.2781 1.075 1.3377 2.6512 -0.23844 -0.50113 -0.23844 0.81232 0.024248 -0.50113 -0.50113 0.28694 -0.50113 0.54963 -0.50113 -0.23844 -0.50113 -0.50113 -0.50113 0.28694 0.024248 0.024248 -0.23844 -0.50113 -0.50113 -0.50113 -0.23844 -0.50113 -0.50113 0.024248 0.28694 -0.23844 -0.50113 0.28694 0.024248 -0.23844 -0.50113 -0.23844 -0.50113 0.28694 -0.50113 -0.50113 -0.50113 -0.50113 -0.50113 -0.50113 -0.50113 -0.50113 -0.50113 0.024248 0.54963 -0.50113 -0.23844 0.28694 -0.23844 -0.50113 -0.50113 0.024248 0.024248 0.28694 -0.50113 -0.50113 -0.50113 -0.50113  0
3.1335 5.8886 0.77202 1.1656 2.7399 -0.015138 -0.40872 -0.40872 0.18165 -0.40872 -0.40872 -0.21193 -0.015138 -0.40872 0.18165 -0.40872 -0.21193 -0.40872 -0.40872 -0.40872 0.37844 0.57523 -0.40872 -0.40872 -0.21193 -0.40872 -0.40872 -0.40872 -0.40872 -0.40872 -0.40872 -0.21193 -0.40872 -0.40872 1.3624 -0.40872 0.18165 -0.40872 -0.40872 -0.40872 0.18165 -0.21193 -0.40872 -0.40872 -0.40872 -0.40872 -0.40872 -0.40872 -0.015138 -0.40872 -0.21193 0.57523 -0.40872 -0.40872 0.57523 -0.40872 -0.21193 -0.40872 -0.21193 -0.40872 -0.21193 -0.40872 -0.40872 -0.40872 -0.40872  0
4.3941 4.6514 0.27711 0.79173 2.5929 0.27711 -0.23752 -0.49483 0.019793 0.27711 -0.49483 0.019793 -0.49483 -0.49483 1.821 -0.49483 -0.49483 -0.49483 -0.49483 -0.49483 0.53442 0.27711 -0.49483 -0.49483 0.019793 -0.23752 -0.49483 -0.23752 -0.49483 -0.49483 -0.49483 -0.49483 -0.49483 -0.49483 0.79173 -0.49483 0.019793 -0.49483 -0.49483 -0.49483 0.53442 0.019793 -0.49483 -0.23752 -0.49483 -0.49483 0.019793 -0.49483 -0.49483 -0.23752 -0.23752 1.3064 -0.23752 -0.49483 0.53442 -0.49483 -0.23752 -0.49483 -0.49483 -0.23752 0.019793 -0.49483 -0.49483 -0.23752 -0.49483  0
5.3615 3.7 1.0001 1.2078 2.8692 0.7924 -0.45371 -0.038342 0.16934 -0.038342 -0.45371 -0.24603 0.16934 -0.45371 1.2078 -0.45371 -0.24603 -0.45371 -0.45371 0.16934 -0.038342 -0.038342 -0.45371 -0.24603 -0.45371 -0.45371 -0.45371 -0.45371 -0.45371 -0.45371 0.16934 -0.45371 -0.45371 -0.45371 0.16934 -0.45371 0.16934 -0.45371 -0.45371 -0.45371 -0.45371 -0.038342 -0.038342 -0.45371 -0.45371 -0.45371 -0.24603 -0.45371 -0.45371 -0.45371 -0.24603 -0.24603 -0.24603 -0.24603 1.0001 -0.45371 -0.038342 -0.45371 -0.24603 -0.24603 -0.45371 -0.45371 -0.45371 -0.45371 -0.45371  0
5.352 3.8549 0.11228 0.67368 3.1064 -0.074853 -0.074853 -0.44912 0.67368 -0.26199 -0.26199 -0.44912 0.86081 -0.44912 -0.074853 -0.44912 -0.44912 -0.44912 -0.44912 -0.44912 0.48654 -0.074853 -0.074853 0.29941 -0.26199 -0.44912 -0.44912 -0.074853 -0.074853 -0.44912 -0.44912 0.11228 -0.44912 -0.44912 0.67368 -0.26199 0.29941 -0.26199 -0.44912 -0.44912 -0.26199 -0.26199 -0.074853 -0.44912 -0.44912 -0.44912 -0.44912 -0.44912 -0.26199 -0.26199 -0.44912 -0.44912 -0.44912 -0.26199 1.0479 -0.44912 -0.074853 -0.44912 -0.44912 0.11228 -0.44912 -0.44912 -0.44912 -0.44912 -0.44912  0
4.2962 3.6095 1.3205 1.0917 3.3806 -0.052822 -0.51061 -0.51061 0.40497 -0.28172 -0.51061 -0.052822 -0.28172 -0.51061 1.3205 -0.28172 0.17607 -0.51061 -0.51061 -0.51061 1.5494 0.86276 -0.28172 -0.51061 -0.28172 -0.51061 -0.51061 -0.28172 -0.51061 -0.51061 -0.28172 0.17607 -0.51061 -0.51061 0.40497 -0.28172 -0.052822 -0.28172 -0.51061 -0.51061 -0.51061 0.17607 -0.51061 -0.51061 -0.51061 -0.51061 -0.28172 -0.51061 -0.28172 -0.51061 -0.052822 0.17607 -0.28172 -0.51061 1.7783 -0.51061 -0.28172 -0.51061 -0.51061 -0.51061 -0.51061 -0.51061 -0.51061 -0.51061 -0.51061  0
4.4331 3.9588 0.40135 1.8243 1.1128 0.40135 -0.31014 -0.5473 1.1128 0.16419 -0.5473 -0.072973 1.35 -0.5473 3.0102 -0.5473 -0.5473 -0.5473 -0.5473 -0.072973 0.87568 -0.31014 -0.5473 -0.5473 -0.072973 -0.5473 -0.5473 -0.31014 -0.5473 0.40135 -0.31014 -0.31014 -0.5473 -0.5473 -0.31014 -0.31014 -0.31014 -0.5473 -0.5473 -0.5473 0.63852 0.63852 -0.072973 -0.31014 -0.5473 -0.31014 -0.31014 -0.5473 -0.31014 -0.5473 -0.31014 -0.072973 -0.5473 -0.31014 -0.072973 -0.5473 0.16419 -0.5473 -0.31014 -0.5473 -0.072973 -0.5473 -0.5473 -0.5473 -0.5473  0
3.8072 3.5746 0.31846 2.1791 2.6443 -0.37928 -0.37928 -0.37928 1.0162 -0.61186 -0.61186 -0.1467 1.0162 -0.61186 2.8768 -0.61186 -0.61186 -0.61186 -0.61186 -0.37928 1.0162 0.085876 -0.61186 -0.61186 0.55104 -0.61186 -0.61186 -0.1467 1.0162 0.31846 -0.61186 -0.37928 -0.61186 -0.61186 -0.37928 -0.1467 -0.1467 -0.61186 -0.61186 -0.61186 0.31846 -0.1467 0.085876 -0.37928 -0.37928 -0.1467 -0.1467 -0.61186 -0.1467 0.085876 -0.37928 -0.61186 -0.61186 -0.61186 0.55104 -0.37928 0.085876 -0.61186 -0.37928 0.085876 -0.37928 -0.61186 -0.61186 -0.61186 -0.61186  0
4.5522 4.755 0.9017 1.1045 1.7129 0.29329 -0.51793 -0.31513 0.29329 -0.11232 -0.51793 -0.51793 0.9017 -0.51793 1.1045 -0.51793 -0.51793 -0.51793 -0.51793 -0.31513 1.5101 0.29329 -0.51793 -0.31513 -0.31513 -0.51793 -0.51793 -0.51793 -0.51793 0.49609 -0.31513 0.9017 -0.51793 -0.51793 0.29329 -0.51793 -0.31513 -0.11232 -0.51793 -0.51793 0.69889 -0.51793 -0.31513 0.090482 -0.51793 -0.51793 0.090482 -0.51793 -0.11232 -0.51793 -0.31513 0.090482 -0.51793 -0.51793 -0.11232 -0.31513 -0.51793 -0.51793 -0.31513 -0.51793 -0.11232 -0.31513 -0.51793 -0.51793 -0.51793  0
5.3278 3.7567 1.2879 0.83905 1.9612 -0.28314 -0.50757 -0.28314 1.9612 -0.50757 -0.50757 -0.058699 0.16574 -0.50757 0.61461 -0.28314 -0.50757 -0.50757 -0.50757 -0.50757 1.2879 -0.28314 -0.50757 -0.28314 -0.50757 -0.50757 -0.50757 0.61461 -0.50757 -0.50757 -0.058699 0.39017 -0.50757 -0.50757 -0.058699 -0.50757 0.16574 -0.058699 -0.50757 -0.50757 -0.28314 0.16574 -0.28314 -0.28314 -0.28314 -0.50757 -0.50757 -0.50757 -0.50757 -0.058699 -0.28314 0.16574 -0.50757 -0.50757 0.16574 0.16574 -0.28314 -0.50757 -0.50757 -0.058699 -0.058699 -0.28314 -0.50757 -0.50757 -0.50757  0
5.9809 3.225 0.83665 1.3878 1.939 -0.44941 -0.44941 0.10175 -0.081969 -0.26569 -0.44941 -0.081969 -0.081969 -0.44941 1.3878 -0.44941 -0.44941 -0.44941 -0.44941 -0.26569 0.10175 -0.081969 -0.44941 -0.26569 -0.44941 -0.44941 -0.44941 -0.44941 -0.44941 -0.44941 -0.44941 0.10175 -0.44941 -0.44941 0.65292 -0.44941 -0.081969 -0.44941 -0.26569 -0.44941 -0.26569 1.0204 0.28548 -0.26569 -0.26569 -0.081969 -0.26569 -0.44941 -0.44941 -0.44941 -0.26569 0.65292 -0.26569 -0.44941 0.10175 -0.44941 -0.44941 -0.44941 0.28548 -0.44941 -0.081969 -0.44941 -0.44941 -0.44941 -0.44941  0
6.3051 1.9887 0.17126 1.5343 1.9887 -0.2831 -0.51028 -0.2831 1.3072 0.39844 -0.2831 -0.51028 0.39844 -0.51028 0.39844 -0.055921 -0.2831 -0.51028 -0.2831 -0.51028 -0.2831 -0.2831 -0.51028 -0.51028 -0.51028 -0.51028 -0.51028 0.39844 -0.2831 -0.51028 -0.055921 0.17126 -0.51028 -0.2831 -0.055921 -0.51028 0.8528 -0.055921 -0.2831 -0.51028 1.08 -0.2831 -0.51028 0.39844 -0.51028 -0.51028 -0.51028 -0.2831 -0.51028 -0.2831 -0.51028 1.08 -0.51028 -0.055921 0.17126 -0.51028 -0.2831 -0.51028 -0.2831 -0.055921 -0.51028 -0.51028 -0.2831 -0.51028 -0.51028  0
5.0997 3.4656 0.89784 0.89784 2.7653 -0.50279 -0.50279 -0.50279 1.3647 -0.035913 -0.26935 -0.50279 1.5981 -0.26935 0.89784 -0.50279 -0.50279 -0.50279 -0.50279 -0.50279 -0.035913 -0.035913 -0.50279 -0.50279 -0.035913 -0.50279 -0.50279 -0.26935 -0.50279 -0.50279 0.19752 -0.26935 -0.50279 -0.26935 0.43096 -0.50279 1.1313 -0.26935 -0.50279 -0.50279 -0.035913 0.43096 -0.50279 -0.26935 -0.50279 -0.50279 -0.26935 -0.50279 -0.26935 -0.50279 -0.26935 0.89784 -0.26935 -0.26935 -0.26935 -0.26935 -0.50279 -0.50279 -0.26935 -0.50279 -0.26935 -0.50279 -0.50279 -0.50279 -0.50279  0
